Salt Smiles,Cation Heavy Atoms,Tanimoto Similarity Score,Molecular Relative,Anion,predicted cpt,predicted density,calculated cpt,calculated density,"% error, cpt","% error, density",Round,Series,Category,"kde, density","kde, cpt","kde, multivariate"
CC[n+]1cc(C)cc(O)c1.O=[N+]([O-])[O-],10,0.602510460251046,1-butyl-3-methylpyridinium,nitrate,189.51,1249.14,324.75,1211.63,41.64,3.1,1,2,Pyridinium,2.019509617032555,0.09984200830120513,1.1732132417545995
Cc1ccc[n+](CCN)c1.O=[N+]([O-])[O-],10,0.7663043478260869,1-butyl-3-methylpyridinium,nitrate,255.35,1266.54,333.53,1216.24,23.44,4.14,1,2,Pyridinium,1.1059590533755872,0.05120220569107566,1.544499273793624
C2=CN(C=[N+]2CCC#N)CCOC.N#C[S-],13,0.7654320987654321,1-methyl-3-propylimidazolium,thiocyanate,391.88,1215.52,386.62,1163.37,1.36,4.48,1,2,Imidazolium,2.5962761415588327,1.1102076410332045,2.2489494737427838
CCc1ccc[n+](C)c1.CS(=O)(=O)[O-],9,0.6708860759493671,1-butyl-3-methylpyridinium,methanesulfonate,361.3,1215.93,355.75,1181.48,1.56,2.92,1,2,Pyridinium,2.5559545780992843,1.2249539143626176,2.1887396365251233
ONS[n+]1ccccc1O.O=[N+]([O-])[O-],10,0.5181818181818182,1-ethylpyridinium,nitrate,394.43,1346.94,281.55,1483.41,40.09,9.2,1,2,Pyridinium,1.0697425914598309,1.1310510400089386,2.24378836311846
CN=Nc1c[n+](C)cn1CC(C)(O)CNC.CCOS(=O)(=O)[O-],16,0.5473251028806584,1-butyl-3-methylimidazolium,ethylsulfate,386.6,1275.32,565.67,1219.0,31.66,4.62,1,2,Imidazolium,3.2979736884669797,1.5344074703570345,2.260407873214107
CNN(N)c1cn(C(C)(O)C(C)C)c[n+]1C.CC(=O)[O-],16,0.5491803278688525,1-butyl-3-methylimidazolium,acetate,305.46,1176.97,519.53,1105.38,41.2,6.48,1,2,Imidazolium,1.9122195846512409,1.0386838787168624,1.948559700647699
COCCCN[n+]1ccccc1.NCCCC[C@H](N)C(=O)[O-],12,0.5333333333333333,1-ethylpyridinium,L-lysinate,326.69,1197.96,637.73,1096.11,48.77,9.29,1,2,Pyridinium,5.709438551566651,1.3602191384349498,2.0821019194313157
Cn1c[n+](CCC#CN)cc1N.O=S(=O)([O-])C(F)(F)F,12,0.6858638743455497,1-butyl-3-methylimidazolium,trifluoromethanesulfonate,327.66,1158.77,409.79,1438.1,20.04,19.42,1,2,Imidazolium,0.9490269223156136,1.5372142123563763,2.0624911975524243
CCOC[n+]1ccccc1Cl.[Br-],11,0.5178571428571429,1-ethylpyridinium,bromide,250.52,1297.72,284.46,1492.08,11.93,13.03,1,2,Pyridinium,1.7968176492492602,0.1589392689596377,1.5424738869216998
CC=C(Nn1cc[n+](C)c1)OC.O=S(=O)([O-])C(F)(F)F,12,0.5209302325581395,1-butyl-3-methylimidazolium,trifluoromethanesulfonate,214.69,1283.17,434.63,1349.9,50.6,4.94,1,2,Imidazolium,3.4120019028595583,0.04959309529596617,1.3221129413615234
C[n+]1cccc(CS)c1.CS(=O)(=O)[O-],9,0.6928104575163399,1-butyl-3-methylpyridinium,methanesulfonate,354.16,1453.88,348.68,1310.71,1.57,10.92,1,2,Pyridinium,0.8389868491016635,0.38730342523981776,2.105627557234327
CC[n+]1cccc(CN)c1.O=[N+]([O-])[O-],10,0.7093596059113301,1-butyl-3-methylpyridinium,nitrate,244.14,1269.06,333.31,1215.92,26.75,4.37,1,2,Pyridinium,1.5663312649949896,0.09276059535722746,1.544499273793624
Cn1cc[n+](OCc2ccccc2ON)c1.CCCCCCCCOS(=O)(=O)[O-],16,0.5080645161290323,triethyloctylammonium,octyl sulfate,401.25,1267.96,801.77,1158.05,49.95,9.49,1,2,Ammonium,1.3339504497736083,1.852176486468586,2.2601467716478743
CCCCC[n+]1ccc(C#N)cc1.COP(=O)([O-])OC,13,0.9767441860465116,1-hexyl-4-cyanopyridinium,dimethylphosphate,421.52,1255.14,549.83,1137.75,23.34,10.32,1,2,Pyridinium,1.5805762152082354,2.3666991646248268,2.2735100053966004
CC(=O)CCn1cc[n+](C)c1C.[Cl-],12,0.7165775401069518,1-butyl-3-methylimidazolium,chloride,419.17,1278.1,317.89,1132.63,31.86,12.84,1,2,Imidazolium,3.746096213669375,2.8886059146266136,2.2754349439690915
CCc1cc(Cl)cc[n+]1C.N[C@@H](CO)C(=O)[O-],10,0.7028112449799196,"1,2-diethylpyridinium",L-serinate,400.28,1335.15,462.51,1221.03,13.45,9.35,1,2,Pyridinium,0.8518459283714654,1.774452961978902,2.2481110350373394
C=C(C[n+]1ccc(OC)cc1)OCC.N#C[C-](C#N)C#N,14,0.5765765765765766,1-ethylpyridinium,tricyanomethane,291.35,1204.08,481.29,1096.54,39.46,9.81,1,2,Pyridinium,4.723148778147127,0.2534451576481498,1.817748529239794
C#C[n+]1ccc(N(C)COC)c(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],14,0.5163934426229508,1-ethylpyridinium,L-threoninate,303.17,1120.79,569.93,1151.43,46.81,2.66,1,2,Pyridinium,2.3611706666246106,0.7489426687793721,1.909615734869226
CC1=CC(NCNO)=CC=[N+]1C.C[C@@H](O)[C@H](N)C(=O)[O-],12,0.6243386243386243,1-ethyl-2-methylpyridinium,L-threoninate,239.33,1151.02,500.2,1214.63,52.15,5.24,1,2,Pyridinium,1.314739906118898,0.0400300434254063,1.4146359269823798
CP(N)C(C)(N)CCN[n+]1ccccc1CF.N#CN=C=[N-],17,0.51931330472103,1-ethyl-2-methylpyridinium,dicyanoazanide,326.33,1122.46,541.97,1185.46,39.79,5.31,1,2,Pyridinium,2.441421800866562,1.2751125454451366,1.9164176252606595
Cc1c[n+](C)cn1C.[Cl-],8,0.5869565217391305,"1,3-dimethylimidazolium",chloride,263.91,1121.2,309.31,810.21,14.68,38.38,1,2,Imidazolium,2.3935703232620438,0.02203039413396709,1.6449069623878216
C=Nc1cccc[n+]1CCCC.COP(=O)([O-])OC,12,0.5846153846153846,1-butyl-2-methylpyridinium,dimethylphosphate,416.26,1055.65,509.28,1138.98,18.27,7.32,1,2,Pyridinium,2.67733213793984,3.15177301196386,2.0931394261355094
Cn1cc(N)[n+](C)c1.O=C([O-])C(F)(F)F,8,0.6067415730337079,"1,3-dimethylimidazolium",trifluoroacetate,358.74,1083.11,331.23,1358.27,8.31,20.26,1,2,Imidazolium,1.1059821517300514,0.7288976722184946,2.075983789388926
CCCCN(C)C(C)[n+]1ccc(N)c(N)c1.O=S(=O)([O-])C(F)(F)F,16,0.5286343612334802,1-ethyl-2-methylpyridinium,trifluoromethanesulfonate,400.88,1110.42,548.39,1256.76,26.9,11.64,1,2,Pyridinium,1.2316546602784892,1.828671922104922,2.1594714499491867
CCOCCn1cc[n+](C)c1.N#CN=C=[N-],11,0.8785714285714286,1-(2-hydroxyethyl)-3-methylimidazolium,dicyanoazanide,302.98,1107.31,399.77,1091.77,24.21,1.42,1,2,Imidazolium,1.464702141896571,0.7298123018713969,1.9024297844044484
C#Cc1ccc[n+](C(CCCC2CC2N)C2CC2)c1.N[C@@H](CO)C(=O)[O-],19,0.5975232198142415,3-cyano-1-octylpyridinium,L-serinate,381.84,1129.91,652.15,1106.68,41.45,2.1,1,2,Pyridinium,1.6736258448633203,1.7422430207806217,2.179918368696597
CCCC1=C(O)C(N(C)C)=C(CC)C=[N+]1C.COS(=O)(=O)[O-],16,0.515625,1-butyl-3-methylimidazolium,methylsulfate,430.72,1118.52,573.78,1166.17,24.93,4.09,1,2,Imidazolium,2.0999263887563284,1.3555504000366143,2.1783172801036823
CCc1c[n+](C(C)P)cn1CC.O=[N+]([O-])[O-],12,0.5409090909090909,1-butyl-3-methylimidazolium,nitrate,410.93,1168.74,405.61,1150.6,1.31,1.58,1,2,Imidazolium,1.5999115801989865,2.3926113755171756,2.221778316741365
CCCCc1[nH]cc[n+]1C.N[C@@H](CO)C(=O)[O-],10,0.5,"1,3-dimethylimidazolium",L-serinate,377.67,1151.0,484.29,1113.47,22.02,3.37,1,2,Imidazolium,1.314739906118898,1.4232496217496162,2.1509152461986982
C#CN(CCC)N(C)c1c(N)ccc(N)[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,17,0.5137254901960784,1-butyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,363.1,1161.21,617.12,1424.08,41.16,18.46,1,2,Imidazolium,0.9294081054919824,1.6144664401995112,2.158024448080627
CCOC(C)Cn1cc[n+](C)c1.N#CN=C=[N-],12,0.7045454545454546,1-methyl-3-propylimidazolium,dicyanoazanide,353.79,1101.05,447.95,1071.76,21.02,2.73,1,2,Imidazolium,3.2386369314749817,0.38244710643597796,2.0975023658201595
CC[n+]1c(C)cc(N)cc1CN.COS(=O)(=O)[O-],12,0.6310679611650486,1-ethyl-2-methylpyridinium,methylsulfate,291.44,1162.14,457.42,1278.2,36.29,9.08,1,2,Pyridinium,0.954844088128208,0.2535217033187749,1.8025794117522225
C[n+]1ccn(CCCCC(N)F)c1.N[C@@H](CS)C(=O)[O-],13,0.8655913978494624,3-methyl-1-pentylimidazolium,L-cysteinate,426.76,1117.45,530.89,1214.63,19.61,8.0,1,2,Imidazolium,1.9403426067260343,1.505190779091807,2.1783172801036823
Cc1cc(N(C)C)cc[n+]1N.N[C@@H](CS)C(=O)[O-],11,0.5391304347826087,1-ethylpyridinium,L-cysteinate,346.15,1126.27,476.64,1208.88,27.38,6.83,1,2,Pyridinium,2.2034950340021866,0.4123886921274335,2.0348869286386257
C#Cc1cn(CCCC)c[n+]1C.CCOS(=O)(=O)[O-],12,0.6767676767676768,1-butyl-3-methylimidazolium,ethylsulfate,440.65,1102.26,463.46,1156.72,4.92,4.71,1,2,Imidazolium,2.8434621202023744,0.4869283556444086,2.156138321711808
Cn1cc[n+](CCCC(N)F)c1.COS(=O)(=O)[O-],12,0.8815789473684209,1-butyl-3-methylimidazolium,methylsulfate,370.22,1202.96,477.11,1319.23,22.4,8.81,1,2,Imidazolium,5.153939090626371,1.84306490396025,2.1808450708063294
CCc1c(N)c[n+](CCCCC(C)NC)cc1C#N.C[C@@H](O)[C@H](N)C(=O)[O-],19,0.5555555555555556,3-cyano-1-octylpyridinium,L-threoninate,340.32,1085.16,912.74,1088.8,62.71,0.33,1,2,Pyridinium,1.2980107107231664,0.361118186742724,1.9903510218792353
CCC[n+]1ccn(CC(C)O)c1.N#C[C-](C#N)C#N,12,0.775,1-methyl-3-propylimidazolium,tricyanomethane,398.21,1121.48,459.23,1086.21,13.29,3.25,1,2,Imidazolium,2.4068819332990423,1.5384367108591894,2.169942393639283
COC[n+]1ccc(N)n1-c1ccccc1.N#C[N-]C#N,15,0.5121951219512195,1-butyl-3-methylimidazolium,dicyanamide,262.83,1148.51,444.81,1194.33,40.91,3.84,1,2,Imidazolium,1.6535468191834874,0.02881856875488104,1.6606658356472728
c1cc[n+](cc1)CCCO.NCCCC[C@H](N)C(=O)[O-],10,0.8910891089108911,1-propylpyridinium,L-lysinate,387.83,1171.56,602.75,1123.74,35.66,4.26,1,2,Pyridinium,1.813657371516899,1.418243590272949,2.221778316741365
CN=Nc1ccc(-c2[nH]cc[n+]2C)cc1.N[C@@H](CO)C(=O)[O-],15,0.5121951219512195,1-ethylpyridinium,L-serinate,223.01,1157.79,545.91,1231.99,59.15,6.02,1,2,Pyridinium,0.9817700519067778,0.06356839843667543,1.4164581735105886
CCCC[n+]1ccc(N(C)C)c(c1).O=C([O-])C(F)(F)F,13,0.6510067114093959,1-butylpyridinium,trifluoroacetate,407.88,1110.73,499.3,1151.1,18.31,3.51,1,2,Pyridinium,1.2324884610000049,1.920734151293865,2.1594714499491867
CCCCCNCCC(CC)n1cc(N)[n+](C)c1.O=S(=O)([O-])C(F)(F)F,18,0.616822429906542,1-butyl-3-methylimidazolium,trifluoromethanesulfonate,445.49,1090.01,710.73,1174.43,37.32,7.19,1,2,Imidazolium,2.7368798771630467,0.3858746310260209,2.108324256750133
CCCC(C1CC1)[n+]1ccn(CC)c1.O=C([O-])C(F)(F)F,14,0.6802030456852792,1-butyl-3-methylimidazolium,trifluoroacetate,431.87,1141.42,511.02,1099.18,15.49,3.84,1,2,Imidazolium,2.4626115223024168,1.3043212689071282,2.2078627899853718
CCCn1c[n+](C)cc1N.N#C[S-],10,0.7303370786516854,1-butyl-3-methylimidazolium,thiocyanate,277.16,1101.63,346.76,1139.32,20.07,3.31,1,2,Imidazolium,3.0694351045196213,0.12131779652788267,1.6354254761468692
CCC[n+]1ccc(C)c(C#N)c1.[Cl-],12,0.7698412698412699,1-butyl-3-cyanopyridinium,chloride,300.05,1116.34,305.78,1087.55,1.87,2.65,1,2,Pyridinium,1.763542255378787,0.4612667826082566,1.7783434151575253
COC(C)C[n+]1cc[nH]c1-c1ccc(N)cc1.N#C[N-]C#N,17,0.5404255319148936,1-butyl-3-methylimidazolium,dicyanamide,309.27,1118.06,509.33,1172.77,39.28,4.67,1,2,Imidazolium,2.0331309030030735,1.054834300397785,1.909615734869226
CCCCc1cn(C)c[n+]1CO.O=[N+]([O-])[O-],12,0.5398230088495575,1-butyl-3-methylimidazolium,nitrate,263.03,1185.29,399.65,1157.14,34.18,2.43,1,2,Imidazolium,2.5662046753047165,0.027605795703520886,1.6718311721866466
CCC[N+](C)(C)CC.O=C([O-])C(F)(F)F,8,0.6829268292682927,tributylmethylammonium,trifluoroacetate,381.57,1135.04,413.33,1162.22,7.68,2.34,1,2,Ammonium,1.7544774968105907,1.732655060504133,2.189381605967456
Cc1ccc(C[n+]2cc(N)n(C)c2)cc1OO.COS(=O)(=O)[O-],17,0.584070796460177,1-benzyl-3-methyl-1H-imidazol-3-ium,methylsulfate,346.51,1170.32,576.61,1314.42,39.91,10.96,1,2,Imidazolium,1.74251433403543,0.4137023741245846,2.0681695650133407
Cc1c[n+](C)cc(N)c1N=C=O.N[C@@H](CO)C(=O)[O-],12,0.5333333333333333,1-ethyl-2-methylpyridinium,L-serinate,318.69,1113.64,492.48,1286.91,35.29,13.46,1,2,Pyridinium,1.4027674380832673,0.4110659141817475,1.909615734869226
CCCc1c[n+](C)cn1OCCC(C)C.N[C@@H](CS)C(=O)[O-],15,0.5170940170940171,1-butyl-3-methylimidazolium,L-cysteinate,376.32,1093.34,639.31,1059.49,41.14,3.19,1,2,Imidazolium,3.8189742889330818,1.3428887216891885,2.0869550505660293
CCCC(F)CC[n+]1ccc(C)cc1.O=[N+]([O-])[O-],14,0.8145695364238411,1-butyl-2-methylpyridinium,nitrate,380.65,1115.63,454.97,1103.83,16.34,1.07,1,2,Pyridinium,1.6612945140002722,1.6830017889091635,2.1172536514752966
CCCc1cn(C)c[n+]1C(F)CCC.O=C([O-])C(F)(F)F,14,0.575107296137339,1-butyl-3-methylimidazolium,trifluoroacetate,376.7,1129.91,510.87,1143.85,26.26,1.22,1,2,Imidazolium,1.6736258448633203,1.3625990310421032,2.126423250604047
CCPc1c[n+](S)cn1CCC(C)C(O)Cl.N[C@@H](CO)C(=O)[O-],16,0.5454545454545454,1-butyl-3-methylimidazolium,L-serinate,519.53,1479.67,609.07,1257.08,14.7,17.71,1,2,Imidazolium,0.925775920083597,1.1524327134233223,1.9821685627734544
CNC(CPC)C(O)n1c[n+](CCCCN)cc1O.CS(=O)(=O)[O-],19,0.5403225806451613,1-butyl-3-methylimidazolium,methanesulfonate,564.03,1512.29,641.72,1224.27,12.11,23.53,1,2,Imidazolium,1.4363413775344658,0.9607639552021884,1.8439831341316388
C[n+]1cccc(C(=O)OCN=N)c1.O=C([O-])[C@@H]1CCCN1,13,0.5420560747663551,1-ethyl-2-methylpyridinium,L-prolinate,565.77,1380.82,455.68,1227.21,24.16,12.52,1,2,Pyridinium,1.9810095513304995,0.9579674216928704,1.9102976731221382
Cc1c(P)n(COCCS)c[n+]1P.N[C@@H](CO)C(=O)[O-],13,0.5267489711934157,1-butyl-3-methylimidazolium,L-serinate,541.4,1463.04,526.1,1318.93,2.91,10.93,1,2,Imidazolium,0.8126853871338168,1.1065788464665616,1.990063815179464
PC[n+]1cccc(S)c1S.NCCCC[C@H](N)C(=O)[O-],10,0.5297029702970297,1-ethyl-2-methylpyridinium,L-lysinate,641.29,1463.33,620.21,1267.44,3.4,15.46,1,2,Pyridinium,0.8145079955419168,1.2812778425800366,1.7448507889005591
CCc1c(O)c(P)[n+](PC)c(O)c1P.CC(=O)[O-],14,0.5176470588235295,1-butyl-3-methylimidazolium,acetate,620.61,1447.14,439.97,1269.22,41.06,14.02,1,2,Imidazolium,1.1299534702786929,0.6162525422773198,1.7542846559452472
CSC(C)[n+]1ccccc1CCC(F)(F)F.[Br-],16,0.6047904191616766,"1,2-diethylpyridinium",bromide,729.96,1469.63,399.82,1406.8,82.57,4.47,1,2,Pyridinium,0.9726825851439598,0.3773403826756216,1.5002590476618385
CCNC(Cl)C(N)C(C)(Cl)[n+]1ccn(C)c1.NCCCC[C@H](N)C(=O)[O-],16,0.5362903225806451,1-butyl-3-methylimidazolium,L-lysinate,577.24,1436.56,751.99,1200.24,23.24,19.69,1,2,Imidazolium,3.147043743295908,0.5229772943599649,1.889369775626779
CC(SCl)C(N)Cc1c[n+](CCS)ccc1S.O=[N+]([O-])[O-],17,0.5291666666666667,1-ethyl-2-methylpyridinium,nitrate,666.41,1473.53,538.71,1354.47,23.7,8.79,1,2,Pyridinium,1.108440570208268,0.30215499940966484,1.6144322181647346
CCC(OC)c1c(S)c(S)c(C#N)c(F)[n+]1N.COS(=O)(=O)[O-],17,0.5234375,1-butyl-3-methylimidazolium,methylsulfate,693.65,1412.43,526.09,1409.61,31.85,0.2,1,2,Imidazolium,1.956945391337999,0.17538020190780762,1.634637564435362
CCCCC(C)CC[n+]1cn(C)cc1S.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15,0.6802030456852792,1-butyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide,688.99,1452.64,665.68,1337.88,3.5,8.58,1,2,Imidazolium,0.8729877389515839,0.19838796509305254,1.622193259820962
C=NC(CS(C)=O)n1cc[n+](C)c1C.[Br-],14,0.5439330543933054,1-butyl-3-methylimidazolium,bromide,575.64,1596.59,367.89,1410.34,56.47,13.21,1,2,Imidazolium,0.15625319444505248,0.5923508114931929,1.7831218871823669
COC(=S)CCn1cc[n+](CP)c1.NCCS(=O)(=O)[O-],13,0.7049180327868853,1-butyl-3-methylimidazolium,2-aminoethanesulfonate,559.67,1476.06,521.08,1329.94,7.41,10.99,1,2,Imidazolium,1.0930182545803468,0.8857957358010871,1.8655623646885189
CCCC(F)[n+]1ccc(C(=O)OC)c(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,16,0.5466666666666666,1-butyl-2-methylpyridinium,bis(trifluoromethylsulfonyl)imide,636.73,1406.11,605.51,1426.02,5.16,1.4,1,2,Pyridinium,1.8787225669951335,1.3176458066079004,1.7660253548898819
Cn1c[n+](CN=N)cc1CP(C)N=C=S.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15,0.5378151260504201,1-butyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,753.15,1510.99,573.53,1506.78,31.32,0.28,1,2,Imidazolium,1.4228060306083268,0.5253703113385848,1.4870204526962634
CCc1cn(C)c(C(C)F)[n+]1CCc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,19,0.5236220472440944,1-butyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide,708.74,1487.16,712.77,1361.69,0.57,9.21,1,2,Imidazolium,0.6060505748315101,0.2459925422997114,1.4940130526705564
C=CC(P)(N=C=S)n1c(Cl)c[n+](C)c1Cl.CCOS(=O)(=O)[O-],15,0.5236220472440944,1-butyl-3-methylimidazolium,ethylsulfate,688.83,1662.67,437.11,1430.55,57.59,16.23,1,2,Imidazolium,2.6875549680728878e-08,0.19842415622684104,1.5293255009422515
CC(Cl)CCCC(Cl)n1cc[n+](C)c1CCCN.O=C([O-])C(F)(F)F,18,0.5726495726495726,1-butyl-3-methylimidazolium,trifluoroacetate,546.29,1435.11,586.62,1239.98,6.87,15.74,1,2,Imidazolium,3.370874666980203,0.9028254154395706,2.011208718753009
CCC(S)n1cc[n+](CC(O)C(C)(C)C(C)=O)c1.COS(=O)(=O)[O-],18,0.5929203539823009,1-butyl-3-methylimidazolium,methylsulfate,634.9,1511.54,650.25,1231.9,2.36,22.7,1,2,Imidazolium,1.42752500395688,1.2730981067897884,1.722397545433355
CCCC[N+]1=CN(C2=CC=CC=C21).O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,13,0.616504854368932,1-butyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,615.06,1470.86,567.18,1445.6,8.44,1.75,1,2,Imidazolium,1.0286111370268811,0.7472861273334843,1.7448507889005591
C#CC(N)(CC)C(C)C([n+]1ccccc1)S(=N)(=O)Cl.CC(=O)[O-],19,0.5236220472440944,1-butyl-3-methylimidazolium,acetate,594.47,1371.72,575.24,1221.77,3.34,12.27,1,2,Imidazolium,3.2767083403393014,0.5657232291880249,1.9132301981317996
C[N+]1(SCCN)C(S)CCC(OCCCCN)C1O.N[C@@H](CO)C(=O)[O-],19,0.5177865612648221,1-butyl-3-methylimidazolium,L-serinate,576.4,1408.59,936.57,1270.83,38.46,10.84,1,2,Imidazolium,1.9378468091540035,0.5566706158397225,1.8989676158333149
N#CCSP[n+]1ccn(PSC#N)c1.C[C@@H](O)[C@H](N)C(=O)[O-],14,0.5043478260869565,1-ethylpyridinium,L-threoninate,688.35,1374.45,477.05,1366.93,44.29,0.55,1,2,Pyridinium,2.4847254001967225,0.198133291826494,1.64113262553736
N#[PH]CPC(OCN)n1cc(Cl)[n+](N=O)c1.N#CN=C=[N-],16,0.5222672064777328,1-butyl-3-methylimidazolium,dicyanoazanide,582.71,1416.6,396.96,1420.3,46.79,0.26,1,2,Imidazolium,2.1296155722915566,0.3751502630487015,1.8989676158333149
OC(P)([P+]Cl)C1CC1P.CCCCCCCCOS(=O)(=O)[O-],9,0.5087719298245614,triethyloctylammonium,octyl sulfate,736.45,1492.14,648.65,1210.94,13.54,23.22,1,2,Ammonium,0.5522334278531607,0.4628526154563885,1.4940130526705564
CSC(N)[NH+](Cl)Cl.CS(=O)(=O)[O-],7,0.5161290322580645,1-methyl-3-octyl-1H-imidazol-3-ium,methanesulfonate,687.62,1546.57,308.84,1389.48,122.65,11.31,1,2,Imidazolium,0.2984146837941081,0.19633271028521807,1.5855611850442233
C[n+]1c(CP)cc(Cl)c(P)c1P.N[C@@H](CO)C(=O)[O-],12,0.5313807531380753,1-ethyl-2-methylpyridinium,L-serinate,668.09,1576.89,478.4,1378.53,39.65,14.39,1,2,Pyridinium,0.3720481988628431,0.2667881160366629,1.5742595314468182
CCN(n1cc[n+](O)c1)[SH](=O)=O.COS(=O)(=O)[O-],12,0.504,1-ethylpyridinium,methylsulfate,756.4,1518.07,414.52,1506.74,82.48,0.75,1,2,Pyridinium,1.331991658794936,0.5336124918729824,1.4870204526962634
CCCCCC(O)[n+]1c(S)cccc1CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,17,0.5394190871369294,1-ethyl-2-methylpyridinium,bis[(trifluoromethyl)sulfonyl]imide,669.53,1469.42,714.0,1331.77,6.23,10.34,1,2,Pyridinium,0.9640891010740182,0.2387104317939113,1.618436522276699
CCn1cc(SCS(=O)(=O)Cl)[n+](C)c1Cl.N#CN=C=[N-],15,0.5569620253164557,1-butyl-3-methylimidazolium,dicyanoazanide,654.86,1462.99,407.8,1415.78,60.58,3.33,1,2,Imidazolium,0.8126853871338168,0.7284869813718481,1.618436522276699
CCCCC(O)CC(S)[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,16,0.6455223880597015,N-octyl-3-methylpyridinium,bis[(trifluoromethyl)sulfonyl]imide,680.26,1410.78,699.1,1370.46,2.69,2.94,1,2,Pyridinium,1.9551640682340932,0.14686600709246128,1.634637564435362
Cc1ccc(N=C=O)c2c1ccc[n+]2N.[Br-],15,0.5238095238095238,1-butyl-3-methylimidazolium,bromide,271.08,1546.44,344.38,1507.68,21.28,2.57,1,2,Imidazolium,0.29931599435442124,0.021847710449674623,1.5741093602202842
CCC(N)c1c(P)[n+](O)cn1CC.O=S(=O)([O-])C(F)(F)F,13,0.5265306122448979,1-butyl-3-methylimidazolium,trifluoromethanesulfonate,424.9,1419.2,488.86,1374.24,13.08,3.27,1,2,Imidazolium,2.449981305486017,1.6982092792929366,2.2155305448290856
CCCC[n+]1ccn(CC)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,12,0.7657142857142857,1-butyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide,556.33,1365.03,589.79,1352.94,5.67,0.89,1,2,Imidazolium,4.768351352460959,0.8135142843237241,2.0410583204700075
Cn1cc[n+](C(O)PO)c1C1CC1N.CS(=O)(=O)[O-],14,0.5040322580645161,1-butyl-3-methylimidazolium,methanesulfonate,460.68,1507.17,522.13,1399.8,11.77,7.67,1,2,Imidazolium,1.4172025830200703,0.5892417976480839,2.120204095740201
CCC[n+]1c(C)cc(CO)n1-c1ccccc1.N#C[S-],17,0.5215686274509804,1-butyl-3-methylimidazolium,thiocyanate,467.2,1397.57,459.67,1111.76,1.64,25.71,1,2,Imidazolium,1.9407102805263383,0.7372743650927165,2.2032817892258496
CNC(O)Sc1n(COC)cc[n+]1C.CCOS(=O)(=O)[O-],14,0.5021459227467812,1-butyl-3-methylimidazolium,ethylsulfate,519.21,1512.7,509.99,1330.39,1.81,13.7,1,2,Imidazolium,1.44076988421112,1.145545339904087,1.9561269709532527
OCC[n+]1ccc(OO)cc1.O=C([O-])[C@@H]1CCCN1,11,0.6464646464646465,1-ethylpyridinium,L-prolinate,446.34,1514.14,514.1,1221.9,13.18,23.92,1,2,Pyridinium,1.4505165952732444,0.3873080957489964,2.108595874124432
C#Cc1cc[n+](CC(O)C(N)N)cc1SO.O=[N+]([O-])[O-],16,0.5374449339207048,1-butyl-2-methylpyridinium,nitrate,431.57,1450.37,430.41,1399.74,0.27,3.62,1,2,Pyridinium,0.9658240922401716,1.3205271638760063,2.1972752422507176
CCn1c[n+](CC)cc1O.NCCS(=O)(=O)[O-],10,0.6590909090909091,1-isobutyl-3-methylimidazolium,2-aminoethanesulfonate,469.87,1383.75,483.5,1259.65,2.82,9.85,1,2,Imidazolium,2.108044809658785,0.7307319238066319,2.2158007424675543
C[n+]1cccc(P)c1.O=C([O-])C(F)(F)F,8,0.5977011494252874,1-ethylpyridinium,trifluoroacetate,294.38,1448.91,309.09,1331.49,4.76,8.82,1,2,Pyridinium,1.034454003912056,0.3310104202314109,1.7630726702291066
CCCc1c(C(=S)OC(C)Cl)ccc[n+]1CO.O=[N+]([O-])[O-],17,0.516,1-butyl-3-methylimidazolium,nitrate,509.41,1499.78,447.79,1276.4,13.76,17.5,1,2,Imidazolium,1.0019585614685615,1.2787649154366232,2.058326393708455
CC[n+]1ccn(CCl)c1.O=S(=O)([O-])C(F)(F)F,9,0.7443609022556391,1-ethyl-3-methylimidazolium,trifluoromethanesulfonate,442.14,1551.46,359.8,1446.75,22.88,7.24,1,2,Imidazolium,0.2691108173156098,0.4226048411006312,2.091352226633465
S[NH+]1CN(Cc2ccccc2)C=C1Cl.N#C[C-](C#N)C#N,14,0.6135593220338983,1-benzyl-3-methyl-1H-imidazolium,tricyanomethane,485.1,1434.54,441.84,1268.3,9.79,13.11,1,2,Imidazolium,3.4169245562144064,0.38218643181518025,2.1120732055225524
